game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260531_104026,2026-05-31 10:40:26.108347,2026-05-31 10:43:00.229388,3,SUCCESS,C,2,"B,C",154.121041
20260531_104300,2026-05-31 10:43:00.233219,2026-05-31 10:45:00.700060,2,SUCCESS,A,3,"A,C,D",120.466841
20260531_104500,2026-05-31 10:45:00.702122,2026-05-31 10:47:54.642711,2,SUCCESS,C,3,"A,B,C",173.940589
20260531_104754,2026-05-31 10:47:54.645144,2026-05-31 10:53:40.311145,3,SUCCESS,C,2,"A,C",345.666001
20260531_105340,2026-05-31 10:53:40.313724,2026-05-31 10:58:04.510328,2,SUCCESS,B,3,"B,C,D",264.196604
20260531_105804,2026-05-31 10:58:04.512998,2026-05-31 11:02:21.742241,2,SUCCESS,B,3,"A,B,C",257.229243
20260531_110221,2026-05-31 11:02:21.744892,2026-05-31 11:05:26.473306,1,SUCCESS,A,4,"A,B,C,D",184.728414
20260531_110526,2026-05-31 11:05:26.475896,2026-05-31 11:06:31.312259,1,SUCCESS,B,4,"A,B,C,D",64.836363
20260531_110631,2026-05-31 11:06:31.314744,2026-05-31 11:07:14.471432,1,SUCCESS,A,4,"A,B,C,D",43.156688
20260531_110714,2026-05-31 11:07:14.497241,2026-05-31 11:07:45.636142,1,SUCCESS,A,4,"A,B,C,D",31.138901
20260531_110745,2026-05-31 11:07:45.638477,2026-05-31 11:08:03.407182,1,SUCCESS,B,4,"A,B,C,D",17.768705
