player,game_id,survival,coins
A,20260531_104026,False,0
B,20260531_104026,True,2
C,20260531_104026,True,2
D,20260531_104026,False,0
A,20260531_104300,True,3
B,20260531_104300,False,0
C,20260531_104300,True,2
D,20260531_104300,True,4
A,20260531_104500,True,3
B,20260531_104500,True,3
C,20260531_104500,True,3
D,20260531_104500,False,0
A,20260531_104754,True,3
B,20260531_104754,False,0
C,20260531_104754,True,2
D,20260531_104754,False,0
A,20260531_105340,False,0
B,20260531_105340,True,3
C,20260531_105340,True,3
D,20260531_105340,True,4
A,20260531_105804,True,3
B,20260531_105804,True,3
C,20260531_105804,True,3
D,20260531_105804,False,0
A,20260531_110221,True,4
B,20260531_110221,True,4
C,20260531_110221,True,3
D,20260531_110221,True,4
A,20260531_110526,True,4
B,20260531_110526,True,4
C,20260531_110526,True,3
D,20260531_110526,True,4
A,20260531_110631,True,4
B,20260531_110631,True,4
C,20260531_110631,True,3
D,20260531_110631,True,4
A,20260531_110714,True,4
B,20260531_110714,True,4
C,20260531_110714,True,3
D,20260531_110714,True,4
A,20260531_110745,True,4
B,20260531_110745,True,4
C,20260531_110745,True,3
D,20260531_110745,True,4
