game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260531_104026,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260531_104026,1,A,Verify: Q2,N/A,DIED,no_volunteer,False,0
20260531_104026,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260531_104026,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_104026,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260531_104026,2,D,Pass,N/A,DIED,no_volunteer,False,0
20260531_104026,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20260531_104026,2,A,N/A,N/A,DEAD,N/A,False,0
20260531_104026,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20260531_104026,3,D,N/A,N/A,DEAD,N/A,False,0
20260531_104026,3,B,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20260531_104026,3,A,N/A,N/A,DEAD,N/A,False,0
20260531_104300,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260531_104300,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260531_104300,1,C,Verify: Q2,N/A,ALIVE,N/A,False,3
20260531_104300,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_104300,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260531_104300,2,D,Pass,N/A,ALIVE,N/A,False,4
20260531_104300,2,B,N/A,N/A,DEAD,N/A,False,0
20260531_104300,2,A,"Volunteer: Q1-A+B, Q2-B+A+C, Q3-C, Q4-D",N/A,ALIVE,N/A,False,3
20260531_104500,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260531_104500,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260531_104500,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_104500,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260531_104500,2,C,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-D+C",N/A,ALIVE,N/A,False,3
20260531_104500,2,D,N/A,N/A,DEAD,N/A,False,0
20260531_104500,2,B,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-D+C",N/A,ALIVE,N/A,False,3
20260531_104500,2,A,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-D+C",N/A,ALIVE,N/A,False,3
20260531_104754,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,DIED,wrong_password,False,0
20260531_104754,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_104754,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_104754,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_104754,2,C,Verify: Q1,N/A,ALIVE,N/A,False,2
20260531_104754,2,D,Pass,N/A,DIED,no_volunteer,False,0
20260531_104754,2,B,N/A,N/A,DEAD,N/A,False,0
20260531_104754,2,A,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_104754,3,C,"Volunteer: Q1-A+C, Q2-B, Q3-C, Q4-C+A",N/A,ALIVE,N/A,False,2
20260531_104754,3,D,N/A,N/A,DEAD,N/A,False,0
20260531_104754,3,B,N/A,N/A,DEAD,N/A,False,0
20260531_104754,3,A,"Volunteer: Q1-A+C, Q2-B, Q3-C, Q4-C+A",N/A,ALIVE,N/A,False,3
20260531_105340,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260531_105340,1,A,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260531_105340,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_105340,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_105340,2,C,"Volunteer: Q1-A+B, Q2-B, Q3-C, Q4-A+C",N/A,ALIVE,N/A,False,3
20260531_105340,2,D,Pass,N/A,ALIVE,N/A,False,4
20260531_105340,2,B,"Volunteer: Q1-A+B, Q2-B, Q3-C, Q4-A+C",N/A,ALIVE,N/A,False,3
20260531_105340,2,A,N/A,N/A,DEAD,N/A,False,0
20260531_105804,1,B,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_105804,1,A,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_105804,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_105804,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260531_105804,2,C,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260531_105804,2,D,N/A,N/A,DEAD,N/A,False,0
20260531_105804,2,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260531_105804,2,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,3
20260531_110221,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110221,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110221,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_110221,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_110526,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110526,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110526,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_110526,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_110631,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110631,1,A,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260531_110631,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260531_110631,1,D,Pass,N/A,ALIVE,N/A,False,4
20260531_110714,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
