player,game_id,survival,coins
A,20260522_025925,False,0
B,20260522_025925,False,0
C,20260522_025925,False,0
D,20260522_025925,False,0
A,20260522_030129,True,3
B,20260522_030129,True,3
C,20260522_030129,True,4
D,20260522_030129,True,4
A,20260522_030321,True,3
B,20260522_030321,True,3
C,20260522_030321,True,4
D,20260522_030321,True,4
A,20260522_030443,True,3
B,20260522_030443,True,3
C,20260522_030443,True,4
D,20260522_030443,True,4
A,20260522_030554,False,0
B,20260522_030554,False,0
C,20260522_030554,False,0
D,20260522_030554,False,0
A,20260522_030823,True,3
B,20260522_030823,True,3
C,20260522_030823,True,4
D,20260522_030823,True,4
A,20260522_031054,True,3
B,20260522_031054,True,3
C,20260522_031054,True,4
D,20260522_031054,True,4
A,20260522_031130,True,3
B,20260522_031130,True,3
C,20260522_031130,True,4
D,20260522_031130,True,4
A,20260522_031202,True,3
B,20260522_031202,True,3
C,20260522_031202,True,4
D,20260522_031202,True,4
A,20260522_031223,True,3
B,20260522_031223,True,3
C,20260522_031223,True,4
D,20260522_031223,True,4
A,20260522_031246,True,3
B,20260522_031246,True,3
C,20260522_031246,True,4
D,20260522_031246,True,4
