game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_022807,2026-05-20 02:28:07.321630,2026-05-20 02:29:17.288854,4,SUCCESS,B,1,B,69.967224
20260520_022917,2026-05-20 02:29:17.293610,2026-05-20 02:30:47.871847,3,SUCCESS,B,2,"B,C",90.578237
20260520_023047,2026-05-20 02:30:47.875549,2026-05-20 02:31:54.028772,4,SUCCESS,C,1,C,66.153223
20260520_023154,2026-05-20 02:31:54.032932,2026-05-20 02:33:54.003317,4,SUCCESS,B,1,B,119.970385
20260520_023354,2026-05-20 02:33:54.007758,2026-05-20 02:35:05.115815,4,ALL_DEAD,None,0,,71.108057
20260520_023505,2026-05-20 02:35:05.118024,2026-05-20 02:36:23.688361,4,SUCCESS,B,1,B,78.570337
20260520_023623,2026-05-20 02:36:23.692254,2026-05-20 02:36:57.966882,1,SUCCESS,C,4,"A,B,C,D",34.274628
20260520_023657,2026-05-20 02:36:57.970059,2026-05-20 02:37:19.779463,1,SUCCESS,C,4,"A,B,C,D",21.809404
20260520_023719,2026-05-20 02:37:19.782638,2026-05-20 02:37:44.402079,1,SUCCESS,C,4,"A,B,C,D",24.619441
20260520_023744,2026-05-20 02:37:44.405435,2026-05-20 02:38:06.747578,1,SUCCESS,C,4,"A,B,C,D",22.342143
20260520_023806,2026-05-20 02:38:06.750916,2026-05-20 02:38:28.109031,1,SUCCESS,C,4,"A,B,C,D",21.358115
