game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_014403,2026-05-20 01:44:03.410252,2026-05-20 01:46:21.609924,3,SUCCESS,C,2,"C,D",138.199672
20260520_014621,2026-05-20 01:46:21.612297,2026-05-20 01:50:43.238908,4,ALL_DEAD,None,0,,261.626611
20260520_015043,2026-05-20 01:50:43.241941,2026-05-20 01:54:24.981576,2,SUCCESS,B,3,"A,B,D",221.739635
20260520_015424,2026-05-20 01:54:24.985099,2026-05-20 01:56:56.559287,1,SUCCESS,C,4,"A,B,C,D",151.574188
20260520_015656,2026-05-20 01:56:56.562773,2026-05-20 01:58:17.980057,1,SUCCESS,C,4,"A,B,C,D",81.417284
20260520_015817,2026-05-20 01:58:17.982039,2026-05-20 01:59:19.743569,1,SUCCESS,C,4,"A,B,C,D",61.76153
20260520_015919,2026-05-20 01:59:19.747488,2026-05-20 02:00:07.193824,1,SUCCESS,C,4,"A,B,C,D",47.446336
20260520_020007,2026-05-20 02:00:07.195364,2026-05-20 02:00:52.287739,1,SUCCESS,C,4,"A,B,C,D",45.092375
20260520_020052,2026-05-20 02:00:52.291289,2026-05-20 02:01:32.570306,1,SUCCESS,C,4,"A,B,C,D",40.279017
20260520_020132,2026-05-20 02:01:32.574713,2026-05-20 02:02:02.510638,1,SUCCESS,C,4,"A,B,C,D",29.935925
20260520_020202,2026-05-20 02:02:02.515009,2026-05-20 02:02:31.401621,1,SUCCESS,C,4,"A,B,C,D",28.886612
