player,game_id,survival,coins
A,20251210_005702,False,0
B,20251210_005702,True,3
C,20251210_005702,True,3
D,20251210_005702,True,4
A,20251210_010019,True,4
B,20251210_010019,True,4
C,20251210_010019,True,4
D,20251210_010019,True,4
A,20251210_010432,True,4
B,20251210_010432,True,4
C,20251210_010432,True,4
D,20251210_010432,True,4
A,20251210_010707,True,4
B,20251210_010707,True,4
C,20251210_010707,True,4
D,20251210_010707,True,4
A,20251210_010938,True,4
B,20251210_010938,True,4
C,20251210_010938,True,4
D,20251210_010938,True,4
A,20251210_011145,True,4
B,20251210_011145,True,4
C,20251210_011145,True,4
D,20251210_011145,True,4
A,20251210_011409,True,4
B,20251210_011409,True,4
C,20251210_011409,True,4
D,20251210_011409,True,4
A,20251210_011607,True,4
B,20251210_011607,True,4
C,20251210_011607,True,4
D,20251210_011607,True,4
A,20251210_011903,True,4
B,20251210_011903,True,4
C,20251210_011903,True,4
D,20251210_011903,True,4
A,20251210_012102,True,4
B,20251210_012102,True,4
C,20251210_012102,True,4
D,20251210_012102,True,4
