game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260519_222321,2026-05-19 22:23:21.283600,2026-05-19 22:25:49.209872,4,SUCCESS,C,1,C,147.926272
20260519_222549,2026-05-19 22:25:49.212713,2026-05-19 22:27:32.599408,3,SUCCESS,C,2,"C,D",103.386695
20260519_222732,2026-05-19 22:27:32.602425,2026-05-19 22:29:25.858766,3,SUCCESS,C,2,"B,C",113.256341
20260519_222925,2026-05-19 22:29:25.859670,2026-05-19 22:31:06.937184,3,SUCCESS,C,2,"B,C",101.077514
20260519_223106,2026-05-19 22:31:06.938960,2026-05-19 22:33:22.597329,1,SUCCESS,A,4,"A,B,C,D",135.658369
20260519_223322,2026-05-19 22:33:22.599013,2026-05-19 22:34:00.174054,1,SUCCESS,A,4,"A,B,C,D",37.575041
20260519_223400,2026-05-19 22:34:00.175879,2026-05-19 22:34:30.564902,1,SUCCESS,A,4,"A,B,C,D",30.389023
20260519_223430,2026-05-19 22:34:30.567295,2026-05-19 22:35:13.250262,1,SUCCESS,A,4,"A,B,C,D",42.682967
20260519_223513,2026-05-19 22:35:13.251782,2026-05-19 22:36:07.475557,1,SUCCESS,B,4,"A,B,C,D",54.223775
20260519_223607,2026-05-19 22:36:07.477447,2026-05-19 22:36:40.792430,1,SUCCESS,B,4,"A,B,C,D",33.314983
20260519_223640,2026-05-19 22:36:40.794759,2026-05-19 22:37:30.445008,1,SUCCESS,C,4,"A,B,C,D",49.650249
