game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260522_000413,2026-05-22 00:04:13.920539,2026-05-22 00:07:18.765022,3,SUCCESS,C,2,"C,D",184.844483
20260522_000718,2026-05-22 00:07:18.768159,2026-05-22 00:11:39.494720,3,SUCCESS,C,2,"B,C",260.726561
20260522_001139,2026-05-22 00:11:39.498595,2026-05-22 00:12:49.775070,1,SUCCESS,A,4,"A,B,C,D",70.276475
20260522_001249,2026-05-22 00:12:49.778495,2026-05-22 00:13:42.050524,1,SUCCESS,A,4,"A,B,C,D",52.272029
20260522_001342,2026-05-22 00:13:42.055803,2026-05-22 00:17:15.866113,3,SUCCESS,C,2,"B,C",213.81031
20260522_001715,2026-05-22 00:17:15.869128,2026-05-22 00:20:20.213361,3,SUCCESS,B,2,"A,B",184.344233
20260522_002020,2026-05-22 00:20:20.216878,2026-05-22 00:23:19.744110,1,SUCCESS,A,4,"A,B,C,D",179.527232
20260522_002319,2026-05-22 00:23:19.748013,2026-05-22 00:24:33.826191,1,SUCCESS,A,4,"A,B,C,D",74.078178
20260522_002433,2026-05-22 00:24:33.828639,2026-05-22 00:26:09.090908,1,SUCCESS,A,4,"A,B,C,D",95.262269
20260522_002609,2026-05-22 00:26:09.095952,2026-05-22 00:27:23.707289,1,SUCCESS,A,4,"A,B,C,D",74.611337
20260522_002723,2026-05-22 00:27:23.709986,2026-05-22 00:28:02.378382,1,SUCCESS,A,4,"A,B,C,D",38.668396
