player,game_id,survival,coins
A,20260521_162403,False,0
B,20260521_162403,True,2
C,20260521_162403,False,0
D,20260521_162403,True,4
A,20260521_162700,False,0
B,20260521_162700,True,2
C,20260521_162700,True,2
D,20260521_162700,False,0
A,20260521_162925,True,4
B,20260521_162925,True,3
C,20260521_162925,True,3
D,20260521_162925,True,4
A,20260521_163033,True,4
B,20260521_163033,True,3
C,20260521_163033,True,3
D,20260521_163033,True,4
A,20260521_163133,True,4
B,20260521_163133,True,3
C,20260521_163133,True,3
D,20260521_163133,True,4
A,20260521_163211,True,4
B,20260521_163211,True,3
C,20260521_163211,True,3
D,20260521_163211,True,4
A,20260521_163239,True,4
B,20260521_163239,True,3
C,20260521_163239,True,3
D,20260521_163239,True,4
A,20260521_163307,True,4
B,20260521_163307,True,3
C,20260521_163307,True,3
D,20260521_163307,True,4
A,20260521_163331,True,4
B,20260521_163331,True,3
C,20260521_163331,True,3
D,20260521_163331,True,4
A,20260521_163353,True,4
B,20260521_163353,True,3
C,20260521_163353,True,3
D,20260521_163353,True,4
A,20260521_163418,True,4
B,20260521_163418,True,3
C,20260521_163418,True,3
D,20260521_163418,True,4
