game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260518_223104,2026-05-18 22:31:04.137914,2026-05-18 22:34:13.793067,3,SUCCESS,A,2,"A,C",189.655153
20260518_223413,2026-05-18 22:34:13.796236,2026-05-18 22:37:27.355197,3,SUCCESS,B,2,"B,C",193.558961
20260518_223727,2026-05-18 22:37:27.358409,2026-05-18 22:38:56.724521,1,SUCCESS,A,4,"A,B,C,D",89.366112
20260518_223856,2026-05-18 22:38:56.726682,2026-05-18 22:40:29.143813,1,SUCCESS,A,4,"A,B,C,D",92.417131
20260518_224029,2026-05-18 22:40:29.145579,2026-05-18 22:41:04.478450,1,SUCCESS,A,4,"A,B,C,D",35.332871
20260518_224104,2026-05-18 22:41:04.482651,2026-05-18 22:41:32.999074,1,SUCCESS,A,4,"A,B,C,D",28.516423
20260518_224133,2026-05-18 22:41:33.001528,2026-05-18 22:41:59.386004,1,SUCCESS,A,4,"A,B,C,D",26.384476
20260518_224159,2026-05-18 22:41:59.388407,2026-05-18 22:42:19.169038,1,SUCCESS,A,4,"A,B,C,D",19.780631
20260518_224219,2026-05-18 22:42:19.171673,2026-05-18 22:42:40.609847,1,SUCCESS,A,4,"A,B,C,D",21.438174
20260518_224240,2026-05-18 22:42:40.611743,2026-05-18 22:43:02.308553,1,SUCCESS,A,4,"A,B,C,D",21.69681
20260518_224302,2026-05-18 22:43:02.311273,2026-05-18 22:43:21.289515,1,SUCCESS,A,4,"A,B,C,D",18.978242
