player,game_id,survival,coins
A,20260521_000715,False,0
B,20260521_000715,True,1
C,20260521_000715,False,0
D,20260521_000715,False,0
A,20260521_001001,True,3
B,20260521_001001,True,3
C,20260521_001001,True,4
D,20260521_001001,True,4
A,20260521_001105,True,3
B,20260521_001105,True,3
C,20260521_001105,True,4
D,20260521_001105,True,4
A,20260521_001154,True,3
B,20260521_001154,True,3
C,20260521_001154,True,4
D,20260521_001154,True,4
A,20260521_001236,True,1
B,20260521_001236,False,0
C,20260521_001236,False,0
D,20260521_001236,False,0
A,20260521_001526,True,2
B,20260521_001526,True,3
C,20260521_001526,False,0
D,20260521_001526,True,4
A,20260521_001756,True,3
B,20260521_001756,True,3
C,20260521_001756,True,4
D,20260521_001756,True,4
A,20260521_001908,True,3
B,20260521_001908,True,3
C,20260521_001908,True,4
D,20260521_001908,True,4
A,20260521_002948,True,3
B,20260521_002948,True,3
C,20260521_002948,True,4
D,20260521_002948,True,4
A,20260521_003019,True,3
B,20260521_003019,True,3
C,20260521_003019,True,4
D,20260521_003019,True,4
A,20260521_003046,True,3
B,20260521_003046,True,3
C,20260521_003046,True,4
D,20260521_003046,True,4
