game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260520_032922,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_032922,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260520_032922,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_032922,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_032922,2,C,Verify: Q2,N/A,ALIVE,N/A,False,2
20260520_032922,2,B,N/A,N/A,DEAD,N/A,False,0
20260520_032922,2,A,Verify: Q3,N/A,DIED,no_volunteer,False,0
20260520_032922,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_032922,3,C,"Volunteer: Q1-A+B+C, Q2-B+A+C, Q3-C+A, Q4-D",N/A,DIED,wrong_password,False,0
20260520_032922,3,B,N/A,N/A,DEAD,N/A,False,0
20260520_032922,3,A,N/A,N/A,DEAD,N/A,False,0
20260520_032922,3,D,Pass,N/A,ALIVE,N/A,False,4
20260520_032922,4,C,N/A,N/A,DEAD,N/A,False,0
20260520_032922,4,B,N/A,N/A,DEAD,N/A,False,0
20260520_032922,4,A,N/A,N/A,DEAD,N/A,False,0
20260520_032922,4,D,Pass,N/A,DIED,no_volunteer,False,0
20260520_033035,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033035,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260520_033035,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_033035,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033035,2,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260520_033035,2,B,N/A,N/A,DEAD,N/A,False,0
20260520_033035,2,A,Verify: Q3,N/A,ALIVE,N/A,False,2
20260520_033035,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033035,3,C,N/A,N/A,DEAD,N/A,False,0
20260520_033035,3,B,N/A,N/A,DEAD,N/A,False,0
20260520_033035,3,A,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260520_033035,3,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033035,4,C,N/A,N/A,DEAD,N/A,False,0
20260520_033035,4,B,N/A,N/A,DEAD,N/A,False,0
20260520_033035,4,A,N/A,N/A,DEAD,N/A,False,0
20260520_033035,4,D,Pass,N/A,DIED,no_volunteer,False,0
20260520_033132,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033132,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033132,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_033132,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260520_033132,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260520_033132,2,B,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260520_033132,2,A,Verify: Q4,N/A,ALIVE,N/A,False,2
20260520_033132,2,D,N/A,N/A,DEAD,N/A,False,0
20260520_033132,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D+A+B+C",N/A,ALIVE,N/A,False,2
20260520_033132,3,B,N/A,N/A,DEAD,N/A,False,0
20260520_033132,3,A,Verify: Q3,N/A,ALIVE,N/A,False,1
20260520_033132,3,D,N/A,N/A,DEAD,N/A,False,0
20260520_033306,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033306,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033306,1,A,Verify: Q2,N/A,DIED,no_volunteer,False,0
20260520_033306,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033306,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260520_033306,2,B,Verify: Q3,N/A,DIED,no_volunteer,False,0
20260520_033306,2,A,N/A,N/A,DEAD,N/A,False,0
20260520_033306,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033306,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20260520_033306,3,B,N/A,N/A,DEAD,N/A,False,0
20260520_033306,3,A,N/A,N/A,DEAD,N/A,False,0
20260520_033306,3,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033353,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033353,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033353,1,A,Verify: Q2,N/A,DIED,no_volunteer,False,0
20260520_033353,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033353,2,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260520_033353,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20260520_033353,2,A,N/A,N/A,DEAD,N/A,False,0
20260520_033353,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033353,3,C,N/A,N/A,DEAD,N/A,False,0
20260520_033353,3,B,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+B, Q4-D+C",N/A,ALIVE,N/A,False,2
20260520_033353,3,A,N/A,N/A,DEAD,N/A,False,0
20260520_033353,3,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033459,1,C,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260520_033459,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_033459,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_033459,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033459,2,C,N/A,N/A,DEAD,N/A,False,0
20260520_033459,2,B,Verify: Q3,N/A,ALIVE,N/A,False,2
20260520_033459,2,A,Verify: Q3,N/A,DIED,no_volunteer,False,0
20260520_033459,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_033459,3,C,N/A,N/A,DEAD,N/A,False,0
20260520_033459,3,B,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C+A+B, Q4-D",N/A,ALIVE,N/A,False,2
