game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_030720,1,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_030720,1,Q2,Q2-B+A,8,"B,A:8"
20260520_030720,1,Q3,Q3-C,8,C:8
20260520_030720,1,Q4,Q4-D,37,D:wrong answer
20260520_030720,2,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_030720,2,Q2,Q2-B+A,8,"B,A:8"
20260520_030720,2,Q3,Q3-C+A,8,"C,A:8"
20260520_030720,2,Q4,Q4-D,37,D:wrong answer
20260520_030720,2,Q4,Q4-B+C,37,"B,C:37"
20260520_030720,3,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_030720,3,Q2,Q2-B+A+C,8,"B,A,C:8"
20260520_030720,3,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_030720,3,Q4,Q4-D,37,D:wrong answer
20260520_030720,3,Q4,Q4-B+C,37,"B,C:37"
20260520_030720,4,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_030720,4,Q2,Q2-B+A+C,8,"B,A,C:8"
20260520_030720,4,Q3,Q3-C+A+B,8,"C,A,B:8"
20260520_030720,4,Q4,Q4-D,37,D:wrong answer
20260520_030720,4,Q4,Q4-B+C,37,"B,C:37"
20260520_030901,1,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_030901,1,Q2,Q2-B+A,64,"B,A:64"
20260520_030901,1,Q3,Q3-C,72,C:72
20260520_030901,1,Q4,Q4-D,84,D:84
20260520_030901,2,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_030901,2,Q2,Q2-B+A+C,64,"B,A,C:64"
20260520_030901,2,Q3,Q3-C+B,72,"C,B:72"
20260520_030901,2,Q4,Q4-D,84,D:84
20260520_030901,3,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_030901,3,Q2,Q2-B+A+C,64,"B,A,C:64"
20260520_030901,3,Q3,Q3-C+B,72,"C,B:72"
20260520_030901,3,Q4,Q4-D+B+C,84,"D,B,C:84"
20260520_030901,4,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_030901,4,Q2,Q2-B+A+C,64,"B,A,C:64"
20260520_030901,4,Q3,Q3-C+B,72,"C,B:72"
20260520_030901,4,Q4,Q4-D+B+C,84,"D,B,C:84"
20260520_031021,1,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_031021,1,Q2,Q2-B+A,34,"B,A:34"
20260520_031021,1,Q3,Q3-C,54,C:54
20260520_031021,1,Q4,Q4-D,37,D:37
20260520_031021,2,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_031021,2,Q2,Q2-B+A+C,34,"B,A,C:34"
20260520_031021,2,Q3,Q3-C,54,C:54
20260520_031021,2,Q4,Q4-D+A+B,37,"D,A,B:37"
20260520_031021,3,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_031021,3,Q2,Q2-B+A+C,34,"B,A,C:34"
20260520_031021,3,Q3,Q3-C+B,54,"C,B:54"
20260520_031021,3,Q4,Q4-D+A+B+C,37,"D,A,B,C:37"
20260520_031021,4,Q1,Q1-A+B+C,49,"A,B,C:49"
20260520_031021,4,Q2,Q2-B+A+C,34,"B,A,C:34"
20260520_031021,4,Q3,Q3-C+B,54,"C,B:54"
20260520_031021,4,Q4,Q4-D+A+B+C,37,"D,A,B,C:37"
20260520_031154,1,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_031154,1,Q2,Q2-B+A,83,"B,A:83"
20260520_031154,1,Q3,Q3-C,47,C:47
20260520_031154,1,Q4,Q4-D,45,D:45
20260520_031154,2,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_031154,2,Q2,Q2-B+A+C,83,"B,A,C:83"
20260520_031154,2,Q3,Q3-C+B,47,"C,B:47"
20260520_031154,2,Q4,Q4-D,45,D:45
20260520_031154,3,Q1,Q1-A+B+C,90,"A,B,C:90"
20260520_031154,3,Q2,Q2-B+A+C,83,"B,A,C:83"
