player,game_id,survival,coins
A,20260520_030720,False,0
B,20260520_030720,True,1
C,20260520_030720,False,0
D,20260520_030720,False,0
A,20260520_030901,False,0
B,20260520_030901,True,1
C,20260520_030901,False,0
D,20260520_030901,False,0
A,20260520_031021,False,0
B,20260520_031021,True,1
C,20260520_031021,False,0
D,20260520_031021,False,0
A,20260520_031154,False,0
B,20260520_031154,True,1
C,20260520_031154,False,0
D,20260520_031154,False,0
A,20260520_031250,False,0
B,20260520_031250,True,1
C,20260520_031250,False,0
D,20260520_031250,False,0
A,20260520_031349,True,4
B,20260520_031349,True,3
C,20260520_031349,True,3
D,20260520_031349,True,4
A,20260520_031420,True,4
B,20260520_031420,True,3
C,20260520_031420,True,3
D,20260520_031420,True,4
A,20260520_031439,True,4
B,20260520_031439,True,3
C,20260520_031439,True,3
D,20260520_031439,True,4
A,20260520_031500,True,4
B,20260520_031500,True,3
C,20260520_031500,True,3
D,20260520_031500,True,4
A,20260520_031522,True,4
B,20260520_031522,True,3
C,20260520_031522,True,3
D,20260520_031522,True,4
A,20260520_031542,True,4
B,20260520_031542,True,3
C,20260520_031542,True,3
D,20260520_031542,True,4
