game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_005226,1,Q1,Q1-A+C,8,"A,C:8"
20260520_005226,1,Q2,Q2-B,60,B:60
20260520_005226,1,Q3,Q3-C,82,C:82
20260520_005226,1,Q4,Q4-D,47,D:wrong answer
20260520_005226,2,Q1,Q1-A+C,8,"A,C:8"
20260520_005226,2,Q2,Q2-B+C,60,"B,C:60"
20260520_005226,2,Q3,Q3-C,82,C:82
20260520_005226,2,Q4,Q4-D,47,D:wrong answer
20260520_005226,3,Q1,Q1-A+C,8,"A,C:8"
20260520_005226,3,Q2,Q2-B+C,60,"B,C:60"
20260520_005226,3,Q3,Q3-C,82,C:82
20260520_005226,3,Q4,Q4-D,47,D:wrong answer
20260520_005226,4,Q1,Q1-A+C,8,"A,C:8"
20260520_005226,4,Q2,Q2-B+C,60,"B,C:60"
20260520_005226,4,Q3,Q3-C,82,C:82
20260520_005226,4,Q4,Q4-D,47,D:wrong answer
20260520_005408,1,Q1,Q1-A+B,24,"A,B:24"
20260520_005408,1,Q2,Q2-B+A+C,37,"B,A,C:37"
20260520_005408,1,Q3,Q3-C,7,C:7
20260520_005408,1,Q4,Q4-D,8,D:8
20260520_005408,2,Q1,Q1-A+B,24,"A,B:24"
20260520_005408,2,Q2,Q2-B+A+C,37,"B,A,C:37"
20260520_005408,2,Q3,Q3-C+A,7,"C,A:7"
20260520_005408,2,Q4,Q4-D+C,8,"D,C:8"
20260520_005408,3,Q1,Q1-A+B,24,"A,B:24"
20260520_005408,3,Q2,Q2-B+A+C,37,"B,A,C:37"
20260520_005408,3,Q3,Q3-C+A,7,"C,A:7"
20260520_005408,3,Q4,Q4-D+C,8,"D,C:8"
20260520_005710,1,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_005710,1,Q2,Q2-B+A,64,"B,A:64"
20260520_005710,1,Q3,Q3-C,48,C:48
20260520_005710,1,Q4,Q4-D,73,D:73
20260520_005710,2,Q1,Q1-A+B+C,54,"A,B,C:54"
20260520_005710,2,Q2,Q2-B+A,64,"B,A:64"
20260520_005710,2,Q3,Q3-C+A,48,"C,A:48"
20260520_005710,2,Q4,Q4-D,73,D:73
20260520_010040,1,Q1,Q1-A+B+C,45,"A,B,C:45"
20260520_010040,1,Q2,Q2-B+A,39,"B,A:39"
20260520_010040,1,Q3,Q3-C,86,C:86
20260520_010040,1,Q4,Q4-D,6,D:6
20260520_010040,2,Q1,Q1-A+B+C,45,"A,B,C:45"
20260520_010040,2,Q2,Q2-B+A,39,"B,A:39"
20260520_010040,2,Q3,Q3-C,86,C:86
20260520_010040,2,Q4,Q4-D,6,D:6
20260520_010332,1,Q1,Q1-A+B,9,"A,B:9"
20260520_010332,1,Q2,Q2-B+A,8,"B,A:8"
20260520_010332,1,Q3,Q3-C,11,C:11
20260520_010332,1,Q4,Q4-D,8,D:8
20260520_010418,1,Q1,Q1-A+B+C,70,"A,B,C:70"
20260520_010418,1,Q2,Q2-B+A,36,"B,A:36"
20260520_010418,1,Q3,Q3-C,80,C:80
20260520_010418,1,Q4,Q4-D,7,D:7
20260520_010418,2,Q1,Q1-A+B+C,70,"A,B,C:70"
20260520_010418,2,Q2,Q2-B+A,36,"B,A:36"
20260520_010418,2,Q3,Q3-C,80,C:80
20260520_010418,2,Q4,Q4-D,7,D:7
20260520_010545,1,Q1,Q1-A,82,A:82
20260520_010545,1,Q2,Q2-B+A,84,"B,A:84"
20260520_010545,1,Q3,Q3-C,45,C:45
20260520_010545,1,Q4,Q4-D,9,D:9
20260520_010646,1,Q1,Q1-A,36,A:36
20260520_010646,1,Q2,Q2-B+A,34,"B,A:34"
20260520_010646,1,Q3,Q3-C,90,C:90
20260520_010646,1,Q4,Q4-D,23,D:23
20260520_010711,1,Q1,Q1-A+B,48,"A,B:48"
20260520_010711,1,Q2,Q2-B,48,B:48
20260520_010711,1,Q3,Q3-C,11,C:11
20260520_010711,1,Q4,Q4-D,83,D:83
20260520_010733,1,Q1,Q1-A,5,A:5
20260520_010733,1,Q2,Q2-B,44,B:44
20260520_010733,1,Q3,Q3-C,60,C:60
20260520_010733,1,Q4,Q4-D,75,D:75
20260520_010756,1,Q1,Q1-A,84,A:84
20260520_010756,1,Q2,Q2-B,60,B:60
20260520_010756,1,Q3,Q3-C,49,C:49
20260520_010756,1,Q4,Q4-D,43,D:43
