game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_144536,1,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_144536,1,Q2,Q2-B+A,37,"B,A:37"
20260521_144536,1,Q3,Q3-C,38,C:38
20260521_144536,1,Q4,Q4-D,4,D:4
20260521_144536,2,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_144536,2,Q2,Q2-B+A,37,"B,A:37"
20260521_144536,2,Q3,Q3-C+A,38,"C,A:38"
20260521_144536,2,Q4,Q4-D+C,4,"D,C:4"
20260521_144536,3,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_144536,3,Q2,Q2-B+A+C,37,"B,A,C:37"
20260521_144536,3,Q3,Q3-C+A,38,"C,A:38"
20260521_144536,3,Q4,Q4-D+C,4,"D,C:4"
20260521_144651,1,Q1,Q1-A+B+C,64,"A,B,C:64"
20260521_144651,1,Q2,Q2-B+A,39,"B,A:39"
20260521_144651,1,Q3,Q3-C,9,C:9
20260521_144651,1,Q4,Q4-D,73,D:73
20260521_144651,2,Q1,Q1-A+B+C,64,"A,B,C:64"
20260521_144651,2,Q2,Q2-B+A,39,"B,A:39"
20260521_144651,2,Q3,Q3-C+A,9,"C,A:9"
20260521_144651,2,Q4,Q4-D+C,73,"D,C:73"
20260521_144651,3,Q1,Q1-A+B+C,64,"A,B,C:64"
20260521_144651,3,Q2,Q2-B+A,39,"B,A:39"
20260521_144651,3,Q3,Q3-C+A,9,"C,A:9"
20260521_144651,3,Q4,Q4-D+C,73,"D,C:73"
20260521_144748,1,Q1,Q1-A+C,86,"A,C:86"
20260521_144748,1,Q2,Q2-B+A,45,"B,A:45"
20260521_144748,1,Q3,Q3-C,45,C:45
20260521_144748,1,Q4,Q4-D,7,D:7
20260521_144832,1,Q1,Q1-A+C,43,"A,C:43"
20260521_144832,1,Q2,Q2-B+A,82,"B,A:82"
20260521_144832,1,Q3,Q3-C,43,C:43
20260521_144832,1,Q4,Q4-D,87,D:87
20260521_144852,1,Q1,Q1-A+C,11,"A,C:11"
20260521_144852,1,Q2,Q2-B+A,86,"B,A:86"
20260521_144852,1,Q3,Q3-C,76,C:76
20260521_144852,1,Q4,Q4-D,83,D:83
20260521_144909,1,Q1,Q1-A+C,9,"A,C:9"
20260521_144909,1,Q2,Q2-B+A,60,"B,A:60"
20260521_144909,1,Q3,Q3-C,70,C:70
20260521_144909,1,Q4,Q4-D,9,D:9
20260521_144930,1,Q1,Q1-A+C,29,"A,C:29"
20260521_144930,1,Q2,Q2-B+A,48,"B,A:48"
20260521_144930,1,Q3,Q3-C,75,C:75
20260521_144930,1,Q4,Q4-D,5,D:5
