game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260531_000450,2026-05-31 00:04:50.480042,2026-05-31 00:08:03.633154,3,SUCCESS,A,2,"A,B",193.153112
20260531_000803,2026-05-31 00:08:03.637422,2026-05-31 00:09:37.550553,2,SUCCESS,C,3,"B,C,D",93.913131
20260531_000937,2026-05-31 00:09:37.552642,2026-05-31 00:12:13.042740,2,SUCCESS,A,3,"A,B,D",155.490098
20260531_001213,2026-05-31 00:12:13.044371,2026-05-31 00:13:29.016204,1,SUCCESS,C,4,"A,B,C,D",75.971833
20260531_001329,2026-05-31 00:13:29.018839,2026-05-31 00:17:16.282478,3,SUCCESS,B,2,"B,D",227.263639
20260531_001716,2026-05-31 00:17:16.285323,2026-05-31 00:18:43.418845,1,SUCCESS,C,4,"A,B,C,D",87.133522
20260531_001843,2026-05-31 00:18:43.422607,2026-05-31 00:19:43.196751,1,SUCCESS,C,4,"A,B,C,D",59.774144
20260531_001943,2026-05-31 00:19:43.200436,2026-05-31 00:20:18.319881,1,SUCCESS,C,4,"A,B,C,D",35.119445
20260531_002018,2026-05-31 00:20:18.323543,2026-05-31 00:20:52.110522,1,SUCCESS,C,4,"A,B,C,D",33.786979
20260531_002052,2026-05-31 00:20:52.114250,2026-05-31 00:21:22.216995,1,SUCCESS,C,4,"A,B,C,D",30.102745
20260531_002122,2026-05-31 00:21:22.219580,2026-05-31 00:21:53.143147,1,SUCCESS,C,4,"A,B,C,D",30.923567
