game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260520_022808,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260520_022808,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_022808,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_022808,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_022808,2,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D",N/A,DIED,wrong_password,False,0
20260520_022808,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_022808,2,B,N/A,N/A,DEAD,N/A,False,0
20260520_022808,2,A,Verify: Q3,N/A,ALIVE,N/A,False,2
20260520_022808,3,D,Pass,N/A,ALIVE,N/A,False,4
20260520_022808,3,C,N/A,N/A,DEAD,N/A,False,0
20260520_022808,3,B,N/A,N/A,DEAD,N/A,False,0
20260520_022808,3,A,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260520_022808,4,D,Pass,N/A,DIED,no_volunteer,False,0
20260520_022808,4,C,N/A,N/A,DEAD,N/A,False,0
20260520_022808,4,B,N/A,N/A,DEAD,N/A,False,0
20260520_022808,4,A,N/A,N/A,DEAD,N/A,False,0
20260520_023028,1,B,Verify: Q1,N/A,ALIVE,N/A,False,3
20260520_023028,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023028,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023028,1,D,Pass,N/A,DIED,no_volunteer,False,0
20260520_023028,2,C,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-C",N/A,ALIVE,N/A,False,3
20260520_023028,2,D,N/A,N/A,DEAD,N/A,False,0
20260520_023028,2,B,Verify: Q4,N/A,ALIVE,N/A,False,2
20260520_023028,2,A,Verify: Q4,N/A,ALIVE,N/A,False,2
20260520_023308,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260520_023308,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023308,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023308,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023308,2,C,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-D+C",N/A,ALIVE,N/A,False,3
20260520_023308,2,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023308,2,B,N/A,N/A,DEAD,N/A,False,0
20260520_023308,2,A,"Volunteer: Q1-A+B, Q2-B+A, Q3-C, Q4-D+C",N/A,ALIVE,N/A,False,3
20260520_023454,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023454,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023454,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023454,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023614,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023614,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023614,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023614,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023706,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023706,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023706,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023706,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023741,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023741,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023741,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023741,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023805,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023805,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023805,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023805,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023826,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023826,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023826,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023826,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023846,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023846,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023846,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023846,1,D,Pass,N/A,ALIVE,N/A,False,4
20260520_023911,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260520_023911,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260520_023911,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260520_023911,1,D,Pass,N/A,ALIVE,N/A,False,4
