game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_021700,2026-05-20 02:17:00.210809,2026-05-20 02:18:19.200907,4,ALL_DEAD,None,0,,78.990098
20260520_021819,2026-05-20 02:18:19.204067,2026-05-20 02:20:09.697617,4,SUCCESS,B,1,B,110.49355
20260520_022009,2026-05-20 02:20:09.699357,2026-05-20 02:21:25.463513,4,SUCCESS,C,1,C,75.764156
20260520_022125,2026-05-20 02:21:25.466947,2026-05-20 02:22:35.352220,4,SUCCESS,A,1,A,69.885273
20260520_022235,2026-05-20 02:22:35.355768,2026-05-20 02:23:30.151779,4,SUCCESS,A,1,A,54.796011
20260520_022330,2026-05-20 02:23:30.156555,2026-05-20 02:24:44.765266,4,SUCCESS,B,1,B,74.608711
20260520_022444,2026-05-20 02:24:44.770426,2026-05-20 02:25:59.173561,4,SUCCESS,B,1,B,74.403135
20260520_022559,2026-05-20 02:25:59.177908,2026-05-20 02:26:44.240618,4,ALL_DEAD,None,0,,45.06271
20260520_022644,2026-05-20 02:26:44.242334,2026-05-20 02:27:29.011549,1,SUCCESS,A,4,"A,B,C,D",44.769215
20260520_022729,2026-05-20 02:27:29.015515,2026-05-20 02:27:45.818745,1,SUCCESS,A,4,"A,B,C,D",16.80323
20260520_022745,2026-05-20 02:27:45.820735,2026-05-20 02:28:06.902351,1,SUCCESS,A,4,"A,B,C,D",21.081616
