game_id,round,agent_id,agent_decision,whom_to_verify,agent_status_end_of_round,death_reason,defaulted_to_pass,coins_end_of_round
20260521_155448,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155448,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260521_155448,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_155448,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155448,2,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155448,2,B,N/A,N/A,DEAD,N/A,False,0
20260521_155448,2,A,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D",N/A,DIED,wrong_password,False,0
20260521_155448,2,C,Verify: Q4,N/A,ALIVE,N/A,False,2
20260521_155448,3,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155448,3,B,N/A,N/A,DEAD,N/A,False,0
20260521_155448,3,A,N/A,N/A,DEAD,N/A,False,0
20260521_155448,3,C,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-C",N/A,ALIVE,N/A,False,2
20260521_155735,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155735,1,B,Verify: Q1,N/A,DIED,no_volunteer,False,0
20260521_155735,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_155735,1,C,Verify: Q1,N/A,ALIVE,N/A,False,3
20260521_155735,2,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155735,2,B,N/A,N/A,DEAD,N/A,False,0
20260521_155735,2,A,Verify: Q4,N/A,ALIVE,N/A,False,2
20260521_155735,2,C,Verify: Q4,N/A,DIED,no_volunteer,False,0
20260521_155735,3,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155735,3,B,N/A,N/A,DEAD,N/A,False,0
20260521_155735,3,A,"Volunteer: Q1-A+B+C, Q2-B+A, Q3-C, Q4-D+A+C",N/A,ALIVE,N/A,False,2
20260521_155735,3,C,N/A,N/A,DEAD,N/A,False,0
20260521_155954,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_155954,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_155954,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_155954,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160132,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160132,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160132,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160132,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160244,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160244,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160244,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160244,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160317,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160317,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160317,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160317,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160345,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160345,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160345,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160345,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160406,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160406,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160406,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160406,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160429,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160429,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160429,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160429,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160452,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160452,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160452,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160452,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
20260521_160511,1,D,Pass,N/A,ALIVE,N/A,False,4
20260521_160511,1,B,"Volunteer: Q1-A, Q2-B, Q3-C, Q4-D",N/A,ALIVE,N/A,False,4
20260521_160511,1,A,Verify: Q2,N/A,ALIVE,N/A,False,3
20260521_160511,1,C,Verify: Q4,N/A,ALIVE,N/A,False,3
