game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_155448,1,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_155448,1,Q2,Q2-B+A,33,"B,A:33"
20260521_155448,1,Q3,Q3-C,83,C:83
20260521_155448,1,Q4,Q4-D,73,D:wrong answer
20260521_155448,2,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_155448,2,Q2,Q2-B+A,33,"B,A:33"
20260521_155448,2,Q3,Q3-C,83,C:83
20260521_155448,2,Q4,Q4-D,73,D:wrong answer
20260521_155448,2,Q4,Q4-C,73,C:73
20260521_155448,3,Q1,Q1-A+B+C,9,"A,B,C:9"
20260521_155448,3,Q2,Q2-B+A,33,"B,A:33"
20260521_155448,3,Q3,Q3-C,83,C:83
20260521_155448,3,Q4,Q4-D,73,D:wrong answer
20260521_155448,3,Q4,Q4-C,73,C:73
20260521_155735,1,Q1,Q1-A+B+C,43,"A,B,C:43"
20260521_155735,1,Q2,Q2-B+A,86,"B,A:86"
20260521_155735,1,Q3,Q3-C,75,C:75
20260521_155735,1,Q4,Q4-D,80,D:80
20260521_155735,2,Q1,Q1-A+B+C,43,"A,B,C:43"
20260521_155735,2,Q2,Q2-B+A,86,"B,A:86"
20260521_155735,2,Q3,Q3-C,75,C:75
20260521_155735,2,Q4,Q4-D+A+C,80,"D,A,C:80"
20260521_155735,3,Q1,Q1-A+B+C,43,"A,B,C:43"
20260521_155735,3,Q2,Q2-B+A,86,"B,A:86"
20260521_155735,3,Q3,Q3-C,75,C:75
20260521_155735,3,Q4,Q4-D+A+C,80,"D,A,C:80"
20260521_155954,1,Q1,Q1-A,45,A:45
20260521_155954,1,Q2,Q2-B+A,77,"B,A:77"
20260521_155954,1,Q3,Q3-C,66,C:66
20260521_155954,1,Q4,Q4-D+C,43,"D,C:43"
20260521_160132,1,Q1,Q1-A,36,A:36
20260521_160132,1,Q2,Q2-B+A,36,"B,A:36"
20260521_160132,1,Q3,Q3-C,36,C:36
20260521_160132,1,Q4,Q4-D+C,8,"D,C:8"
20260521_160244,1,Q1,Q1-A,82,A:82
20260521_160244,1,Q2,Q2-B+A,75,"B,A:75"
20260521_160244,1,Q3,Q3-C,11,C:11
20260521_160244,1,Q4,Q4-D+C,56,"D,C:56"
20260521_160317,1,Q1,Q1-A,38,A:38
20260521_160317,1,Q2,Q2-B+A,37,"B,A:37"
20260521_160317,1,Q3,Q3-C,48,C:48
20260521_160317,1,Q4,Q4-D+C,78,"D,C:78"
20260521_160345,1,Q1,Q1-A,64,A:64
20260521_160345,1,Q2,Q2-B+A,63,"B,A:63"
20260521_160345,1,Q3,Q3-C,84,C:84
20260521_160345,1,Q4,Q4-D+C,23,"D,C:23"
20260521_160406,1,Q1,Q1-A,10,A:10
20260521_160406,1,Q2,Q2-B+A,11,"B,A:11"
20260521_160406,1,Q3,Q3-C,60,C:60
20260521_160406,1,Q4,Q4-D+C,11,"D,C:11"
20260521_160429,1,Q1,Q1-A,60,A:60
20260521_160429,1,Q2,Q2-B+A,5,"B,A:5"
20260521_160429,1,Q3,Q3-C,84,C:84
20260521_160429,1,Q4,Q4-D+C,34,"D,C:34"
20260521_160452,1,Q1,Q1-A,88,A:88
20260521_160452,1,Q2,Q2-B+A,11,"B,A:11"
20260521_160452,1,Q3,Q3-C,77,C:77
20260521_160452,1,Q4,Q4-D+C,39,"D,C:39"
20260521_160511,1,Q1,Q1-A,47,A:47
20260521_160511,1,Q2,Q2-B+A,54,"B,A:54"
20260521_160511,1,Q3,Q3-C,86,C:86
20260521_160511,1,Q4,Q4-D+C,49,"D,C:49"
