player,game_id,survival,coins
A,20260520_021956,False,0
B,20260520_021956,False,0
C,20260520_021956,False,0
D,20260520_021956,False,0
A,20260520_022257,False,0
B,20260520_022257,False,0
C,20260520_022257,True,2
D,20260520_022257,True,4
A,20260520_022547,False,0
B,20260520_022547,True,3
C,20260520_022547,True,3
D,20260520_022547,True,4
A,20260520_022752,False,0
B,20260520_022752,True,3
C,20260520_022752,True,3
D,20260520_022752,True,4
A,20260520_023002,True,3
B,20260520_023002,True,3
C,20260520_023002,False,0
D,20260520_023002,True,4
A,20260520_023243,True,3
B,20260520_023243,True,3
C,20260520_023243,True,4
D,20260520_023243,True,4
A,20260520_023443,False,0
B,20260520_023443,True,3
C,20260520_023443,True,3
D,20260520_023443,True,4
A,20260520_023557,True,3
B,20260520_023557,True,4
C,20260520_023557,True,4
D,20260520_023557,True,4
A,20260520_023710,True,3
B,20260520_023710,True,4
C,20260520_023710,True,4
D,20260520_023710,True,4
A,20260520_023803,True,4
B,20260520_023803,True,4
C,20260520_023803,True,4
D,20260520_023803,True,4
A,20260520_023837,True,4
B,20260520_023837,True,4
C,20260520_023837,True,4
D,20260520_023837,True,4
