game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_021956,2026-05-20 02:19:56.763930,2026-05-20 02:22:57.785578,4,ALL_DEAD,None,0,,181.021648
20260520_022257,2026-05-20 02:22:57.790404,2026-05-20 02:25:47.737320,3,SUCCESS,C,2,"C,D",169.946916
20260520_022547,2026-05-20 02:25:47.741386,2026-05-20 02:27:52.638438,2,SUCCESS,B,3,"B,C,D",124.897052
20260520_022752,2026-05-20 02:27:52.640290,2026-05-20 02:30:02.938345,2,SUCCESS,C,3,"B,C,D",130.298055
20260520_023002,2026-05-20 02:30:02.941515,2026-05-20 02:32:43.213644,2,SUCCESS,B,3,"A,B,D",160.272129
20260520_023243,2026-05-20 02:32:43.217679,2026-05-20 02:34:43.958444,1,SUCCESS,C,4,"A,B,C,D",120.740765
20260520_023443,2026-05-20 02:34:43.961956,2026-05-20 02:35:57.236207,2,SUCCESS,B,3,"B,C,D",73.274251
20260520_023557,2026-05-20 02:35:57.240507,2026-05-20 02:37:10.662861,1,SUCCESS,B,4,"A,B,C,D",73.422354
20260520_023710,2026-05-20 02:37:10.667063,2026-05-20 02:38:03.470382,1,SUCCESS,C,4,"A,B,C,D",52.803319
20260520_023803,2026-05-20 02:38:03.474369,2026-05-20 02:38:37.724531,1,SUCCESS,A,4,"A,B,C,D",34.250162
20260520_023837,2026-05-20 02:38:37.727222,2026-05-20 02:39:00.750965,1,SUCCESS,C,4,"A,B,C,D",23.023743
