game_id,round,question_id,capsule_label,correct_answer,player_answers
20260521_144620,1,Q1,Q1-A+B+C,90,"A,B,C:90"
20260521_144620,1,Q2,Q2-B,6,B:6
20260521_144620,1,Q3,Q3-C,6,C:6
20260521_144620,1,Q4,Q4-D,47,D:47
20260521_144705,1,Q1,Q1-A+B+C,77,"A,B,C:77"
20260521_144705,1,Q2,Q2-B,87,B:87
20260521_144705,1,Q3,Q3-C,49,C:49
20260521_144705,1,Q4,Q4-D,45,D:45
20260521_144740,1,Q1,Q1-A,37,A:37
20260521_144740,1,Q2,Q2-B,18,B:18
20260521_144740,1,Q3,Q3-C,61,C:61
20260521_144740,1,Q4,Q4-D,29,D:29
20260521_144813,1,Q1,Q1-A,10,A:10
20260521_144813,1,Q2,Q2-B,88,B:88
20260521_144813,1,Q3,Q3-C,36,C:36
20260521_144813,1,Q4,Q4-D,5,D:5
20260521_144838,1,Q1,Q1-A,37,A:37
20260521_144838,1,Q2,Q2-B,66,B:66
20260521_144838,1,Q3,Q3-C,47,C:47
20260521_144838,1,Q4,Q4-D,6,D:6
20260521_144903,1,Q1,Q1-A,82,A:82
20260521_144903,1,Q2,Q2-B,64,B:64
20260521_144903,1,Q3,Q3-C,56,C:56
20260521_144903,1,Q4,Q4-D,63,D:63
20260521_144929,1,Q1,Q1-A,82,A:82
20260521_144929,1,Q2,Q2-B,36,B:36
20260521_144929,1,Q3,Q3-C,38,C:38
20260521_144929,1,Q4,Q4-D,5,D:5
