game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_023901,1,Q1,Q1-A+B,38,"A,B:38"
20260520_023901,1,Q2,Q2-B,37,B:37
20260520_023901,1,Q3,Q3-C,34,C:34
20260520_023901,1,Q4,Q4-D,79,D:wrong answer
20260520_023901,2,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_023901,2,Q2,Q2-B,37,B:37
20260520_023901,2,Q3,Q3-C,34,C:34
20260520_023901,2,Q4,Q4-D,79,D:wrong answer
20260520_023901,3,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_023901,3,Q2,Q2-B+A+C,37,"B,A,C:37"
20260520_023901,3,Q3,Q3-C,34,C:34
20260520_023901,3,Q4,Q4-D,79,D:wrong answer
20260520_023901,4,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_023901,4,Q2,Q2-B+A+C,37,"B,A,C:37"
20260520_023901,4,Q3,Q3-C,34,C:34
20260520_023901,4,Q4,Q4-D,79,D:wrong answer
20260520_024231,1,Q1,Q1-A+B+C,7,"A,B,C:7"
20260520_024231,1,Q2,Q2-B+A,5,"B,A:5"
20260520_024231,1,Q3,Q3-C,9,C:9
20260520_024231,1,Q4,Q4-D,76,D:76
20260520_024231,2,Q1,Q1-A+B+C,7,"A,B,C:7"
20260520_024231,2,Q2,Q2-B+A,5,"B,A:5"
20260520_024231,2,Q3,Q3-C,9,C:9
20260520_024231,2,Q4,Q4-D+B,76,"D,B:76"
20260520_024502,1,Q1,Q1-A+B,60,"A,B:60"
20260520_024502,1,Q2,Q2-B+A,8,"B,A:8"
20260520_024502,1,Q3,Q3-C,36,C:36
20260520_024502,1,Q4,Q4-D,6,D:6
20260520_024502,2,Q1,Q1-A+B+C,60,"A,B,C:60"
20260520_024502,2,Q2,Q2-B+A,8,"B,A:8"
20260520_024502,2,Q3,Q3-C,36,C:36
20260520_024502,2,Q4,Q4-D+A+B,6,"D,A,B:6"
20260520_024502,3,Q1,Q1-A+B+C,60,"A,B,C:60"
20260520_024502,3,Q2,Q2-B+A,8,"B,A:8"
20260520_024502,3,Q3,Q3-C,36,C:36
20260520_024502,3,Q4,Q4-D+A+B,6,"D,A,B:6"
20260520_025035,1,Q1,Q1-A+B+C,34,"A,B,C:34"
20260520_025035,1,Q2,Q2-B,75,B:75
20260520_025035,1,Q3,Q3-C,82,C:82
20260520_025035,1,Q4,Q4-D,48,D:48
20260520_025147,1,Q1,Q1-A+B+C,48,"A,B,C:48"
20260520_025147,1,Q2,Q2-B,8,B:8
20260520_025147,1,Q3,Q3-C,7,C:7
20260520_025147,1,Q4,Q4-D,9,D:9
20260520_025302,1,Q1,Q1-A+B+C,11,"A,B,C:11"
20260520_025302,1,Q2,Q2-B,82,B:82
20260520_025302,1,Q3,Q3-C,44,C:44
20260520_025302,1,Q4,Q4-D,37,D:37
20260520_025347,1,Q1,Q1-A+B+C,86,"A,B,C:86"
20260520_025347,1,Q2,Q2-B,84,B:84
20260520_025347,1,Q3,Q3-C,80,C:80
20260520_025347,1,Q4,Q4-D,33,D:33
20260520_025420,1,Q1,Q1-A+B+C,24,"A,B,C:24"
20260520_025420,1,Q2,Q2-B,88,B:88
20260520_025420,1,Q3,Q3-C,11,C:11
20260520_025420,1,Q4,Q4-D,43,D:43
20260520_025450,1,Q1,Q1-A+B+C,60,"A,B,C:60"
20260520_025450,1,Q2,Q2-B,77,B:77
20260520_025450,1,Q3,Q3-C,61,C:61
20260520_025450,1,Q4,Q4-D,11,D:11
20260520_025535,1,Q1,Q1-A+B+C,38,"A,B,C:38"
20260520_025535,1,Q2,Q2-B,63,B:63
20260520_025535,1,Q3,Q3-C,6,C:6
20260520_025535,1,Q4,Q4-D,80,D:80
20260520_025616,1,Q1,Q1-A+B+C,37,"A,B,C:37"
20260520_025616,1,Q2,Q2-B,45,B:45
20260520_025616,1,Q3,Q3-C,9,C:9
20260520_025616,1,Q4,Q4-D,83,D:83
