player,game_id,survival,coins
A,20260521_211723,False,0
B,20260521_211723,False,0
C,20260521_211723,True,2
D,20260521_211723,True,4
A,20260521_211952,True,4
B,20260521_211952,True,3
C,20260521_211952,True,3
D,20260521_211952,True,4
A,20260521_212101,True,4
B,20260521_212101,True,3
C,20260521_212101,True,3
D,20260521_212101,True,4
A,20260521_212153,False,0
B,20260521_212153,False,0
C,20260521_212153,True,2
D,20260521_212153,True,4
A,20260521_212406,False,0
B,20260521_212406,True,3
C,20260521_212406,True,3
D,20260521_212406,True,4
A,20260521_212759,True,3
B,20260521_212759,True,3
C,20260521_212759,True,3
D,20260521_212759,False,0
A,20260521_213118,True,4
B,20260521_213118,True,3
C,20260521_213118,True,3
D,20260521_213118,True,4
A,20260521_213308,True,4
B,20260521_213308,True,3
C,20260521_213308,True,3
D,20260521_213308,True,4
A,20260521_213353,True,4
B,20260521_213353,True,3
C,20260521_213353,True,3
D,20260521_213353,True,4
A,20260521_213431,True,4
B,20260521_213431,True,3
C,20260521_213431,True,3
D,20260521_213431,True,4
A,20260521_213455,True,4
B,20260521_213455,True,3
C,20260521_213455,True,3
D,20260521_213455,True,4
