player,game_id,survival,coins
A,20260519_220233,False,0
B,20260519_220233,False,0
C,20260519_220233,True,1
D,20260519_220233,False,0
A,20260519_220357,False,0
B,20260519_220357,True,2
C,20260519_220357,True,1
D,20260519_220357,False,0
A,20260519_220529,False,0
B,20260519_220529,False,0
C,20260519_220529,False,0
D,20260519_220529,False,0
A,20260519_220629,True,2
B,20260519_220629,False,0
C,20260519_220629,False,0
D,20260519_220629,True,4
A,20260519_220725,True,3
B,20260519_220725,True,2
C,20260519_220725,False,0
D,20260519_220725,True,4
A,20260519_220801,True,2
B,20260519_220801,True,1
C,20260519_220801,False,0
D,20260519_220801,False,0
A,20260519_220904,False,0
B,20260519_220904,False,0
C,20260519_220904,True,1
D,20260519_220904,False,0
A,20260519_221012,False,0
B,20260519_221012,False,0
C,20260519_221012,True,1
D,20260519_221012,False,0
A,20260519_221106,True,2
B,20260519_221106,False,0
C,20260519_221106,True,1
D,20260519_221106,False,0
A,20260519_221211,False,0
B,20260519_221211,False,0
C,20260519_221211,False,0
D,20260519_221211,False,0
A,20260519_221258,False,0
B,20260519_221258,False,0
C,20260519_221258,True,1
D,20260519_221258,False,0
