player,game_id,survival,coins
A,20260519_213125,False,0
B,20260519_213125,False,0
C,20260519_213125,False,0
D,20260519_213125,False,0
A,20260519_213509,True,2
B,20260519_213509,True,3
C,20260519_213509,False,0
D,20260519_213509,True,4
A,20260519_213851,True,3
B,20260519_213851,True,3
C,20260519_213851,True,4
D,20260519_213851,True,4
A,20260519_214012,True,3
B,20260519_214012,True,3
C,20260519_214012,True,4
D,20260519_214012,True,4
A,20260519_214109,True,3
B,20260519_214109,True,3
C,20260519_214109,True,4
D,20260519_214109,True,4
A,20260519_214201,True,3
B,20260519_214201,True,3
C,20260519_214201,True,4
D,20260519_214201,True,4
A,20260519_214313,True,3
B,20260519_214313,True,3
C,20260519_214313,True,4
D,20260519_214313,True,4
A,20260519_214335,True,3
B,20260519_214335,True,3
C,20260519_214335,True,4
D,20260519_214335,True,4
A,20260519_214353,True,3
B,20260519_214353,True,3
C,20260519_214353,True,4
D,20260519_214353,True,4
A,20260519_214409,True,3
B,20260519_214409,True,3
C,20260519_214409,True,4
D,20260519_214409,True,4
A,20260519_214431,True,3
B,20260519_214431,True,3
C,20260519_214431,True,4
D,20260519_214431,True,4
