game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260522_024558,2026-05-22 02:45:58.193994,2026-05-22 02:49:00.917577,3,SUCCESS,B,2,"B,D",182.723583
20260522_024900,2026-05-22 02:49:00.918319,2026-05-22 02:51:36.733961,4,SUCCESS,A,1,A,155.815642
20260522_025136,2026-05-22 02:51:36.736548,2026-05-22 02:54:17.147051,2,SUCCESS,C,3,"A,C,D",160.410503
20260522_025417,2026-05-22 02:54:17.151452,2026-05-22 02:56:22.016538,1,SUCCESS,B,4,"A,B,C,D",124.865086
20260522_025622,2026-05-22 02:56:22.021858,2026-05-22 02:57:43.018669,1,SUCCESS,B,4,"A,B,C,D",80.996811
20260522_025743,2026-05-22 02:57:43.022932,2026-05-22 02:58:39.096270,1,SUCCESS,B,4,"A,B,C,D",56.073338
20260522_025839,2026-05-22 02:58:39.100847,2026-05-22 02:59:23.230112,1,SUCCESS,B,4,"A,B,C,D",44.129265
20260522_025923,2026-05-22 02:59:23.234782,2026-05-22 02:59:55.500576,1,SUCCESS,B,4,"A,B,C,D",32.265794
20260522_025955,2026-05-22 02:59:55.505296,2026-05-22 03:00:21.998815,1,SUCCESS,B,4,"A,B,C,D",26.493519
20260522_030022,2026-05-22 03:00:22.003608,2026-05-22 03:00:59.722581,1,SUCCESS,B,4,"A,B,C,D",37.718973
20260522_030059,2026-05-22 03:00:59.727311,2026-05-22 03:01:20.101770,1,SUCCESS,B,4,"A,B,C,D",20.374459
